timestamp,No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Last Direct Cost,Indirect Cost _,Cost is Adjusted,Allow Online Adjustment,Vendor No_,Vendor Item No_,Lead Time Calculation,Reorder Point,Maximum Inventory,Reorder Quantity,Alternative Item No_,Unit List Price,Duty Due _,Duty Code,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Durability,Freight Type,Tariff No_,Duty Unit Conversion,Country_Region Purchased Code,Budget Quantity,Budgeted Amount,Budget Profit,Blocked,Block Reason,Last DateTime Modified,Last Date Modified,Last Time Modified,Price Includes VAT,VAT Bus_ Posting Gr_ (Price),Gen_ Prod_ Posting Group,Picture,Country_Region of Origin Code,Automatic Ext_ Texts,No_ Series,Tax Group Code,VAT Prod_ Posting Group,Reserve,Global Dimension 1 Code,Global Dimension 2 Code,Stockout Warning,Prevent Negative Inventory,Application Wksh_ User ID,Assembly Policy,GTIN,Default Deferral Template Code,Low-Level Code,Lot Size,Serial Nos_,Last Unit Cost Calc_ Date,Rolled-up Material Cost,Rolled-up Capacity Cost,Scrap _,Inventory Value Zero,Discrete Order Quantity,Minimum Order Quantity,Maximum Order Quantity,Safety Stock Quantity,Order Multiple,Safety Lead Time,Flushing Method,Replenishment System,Rounding Precision,Sales Unit of Measure,Purch_ Unit of Measure,Time Bucket,Reordering Policy,Include Inventory,Manufacturing Policy,Rescheduling Period,Lot Accumulation Period,Dampener Period,Dampener Quantity,Overflow Level,Manufacturer Code,Item Category Code,Created From Nonstock Item,Product Group Code,Purchasing Code,Service Item Group,Item Tracking Code,Lot Nos_,Expiration Calculation,Warehouse Class Code,Special Equipment Code,Put-away Template Code,Put-away Unit of Measure Code,Phys Invt Counting Period Code,Last Counting Period Update,Use Cross-Docking,Next Counting Start Date,Next Counting End Date,Id,Unit of Measure Id,Tax Group Id,Sales Blocked,Purchasing Blocked,Item Category Id,Over-Receipt Code,Routing No_,Production BOM No_,Single-Level Material Cost,Single-Level Capacity Cost,Single-Level Subcontrd_ Cost,Single-Level Cap_ Ovhd Cost,Single-Level Mfg_ Ovhd Cost,Overhead Rate,Rolled-up Subcontracted Cost,Rolled-up Mfg_ Ovhd Cost,Rolled-up Cap_ Overhead Cost,Order Tracking Policy,Critical,Common Item No_,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x0cLQ\xec',AIP000224,,VALAZYD AM 10 10MG/160MG FCTAB x 21's  (ZYDUS),VALAZYD AM 10 10MG/160MG FCTAB X 21'S  (ZYDUS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,154.69,154.69,154.69,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-10-02 06:42:46.500,2024-10-02,1754-01-01 14:42:46.500,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,154.69,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,154.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,65B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.100,7E45060B-A2A4-4F72-B553-3234C753B380,2025-08-01 02:42:15.347,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\x0c\x8c\xb73',AIP000225,,LOSACAR AM 50 5MG/50MG FCT 30's (ZYDUS),LOSACAR AM 50 5MG/50MG FCT 30'S,,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,73.66,73.66,73.66,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-12-05 06:24:11.003,2024-12-05,1754-01-01 14:24:11.003,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,73.66,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,73.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,66B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.100,7E45060B-A2A4-4F72-B553-3234C753B380,2025-12-05 03:09:27.930,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\nK\x93\x97',AIP000227,,NEUROZ 75MG CAPSULE x20's (ZYDUS),NEUROZ 75MG CAPSULE X20'S (ZYDUS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,66.96,66.96,66.96,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-02-24 01:27:53.390,2022-02-24,1754-01-01 09:27:53.390,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,66.96,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,66.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,67B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.117,7E45060B-A2A4-4F72-B553-3234C753B380,2024-05-03 05:54:34.533,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\x08\xdb7s',AIP000228,,ETOXI 120 120MG FCTABLET x30's (ZYDUS),ETOXI 120 120MG FCTABLET X30'S (ZYDUS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,270.8,270.8,270.80357,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-03-07 02:45:30.977,2024-03-07,1754-01-01 10:45:30.977,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2024-02-29,270.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,270.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,68B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.117,7E45060B-A2A4-4F72-B553-3234C753B380,2024-03-07 02:45:30.977,4A96EAA9-3DB9-423D-8512-43281713C4ED
b'\x00\x00\x00\x00\x08\xdb7w',AIP000229,,ETOXI 90 90MG FCTABLET x 30's (ZYDUS),ETOXI 90 90MG FCTABLET X 30'S (ZYDUS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,219.11,219.11,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-03-07 02:45:31.040,2024-03-07,1754-01-01 10:45:31.040,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2024-02-29,219.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,219.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,69B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.130,7E45060B-A2A4-4F72-B553-3234C753B380,2024-03-07 02:45:31.040,4A96EAA9-3DB9-423D-8512-43281713C4ED
b'\x00\x00\x00\x00\x08\xdb7{',AIP000230,,ETOXI 60 60MG FCTABLET x 30's (ZYDUS),ETOXI 60 60MG FCTABLET X 30'S (ZYDUS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,199.29,199.29,199.28572,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-03-07 02:45:31.057,2024-03-07,1754-01-01 10:45:31.057,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,2024-02-29,199.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,199.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6AB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.130,7E45060B-A2A4-4F72-B553-3234C753B380,2024-03-07 02:45:31.057,4A96EAA9-3DB9-423D-8512-43281713C4ED
b'\x00\x00\x00\x00\x0c\x07\xa1\xc1',AIP000231,,STARCOX 120MG FCTABLET x 30's (GETZ),STARCOX 120MG FCTABLET X 30'S (GETZ),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,270.8,270.8,270.80357,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 02:57:34.160,2022-01-25,1754-01-01 10:57:34.160,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,270.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,270.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6BB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.130,7E45060B-A2A4-4F72-B553-3234C753B380,2025-03-14 05:32:18.753,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\x0c\x0e\x1b\x9e',AIP000232,,STARCOX 90MG FCTABLET x 30's (GETZ),STARCOX 90MG FCTABLET X 30'S (GETZ),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,219.11,219.11,219.10714,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 02:57:43.270,2022-01-25,1754-01-01 10:57:43.270,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,219.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,219.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6CB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.147,7E45060B-A2A4-4F72-B553-3234C753B380,2025-03-28 05:22:25.083,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0c\x1b\r\x8b',AIP000233,,STARCOX 60MG FCTABLET x 30's (GETZ),STARCOX 60MG FCTABLET X 30'S (GETZ),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,199.29,199.29,199.28571,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 02:57:59.067,2022-01-25,1754-01-01 10:57:59.067,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,199.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,199.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6DB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.147,7E45060B-A2A4-4F72-B553-3234C753B380,2025-04-29 07:22:26.837,7A43DFC9-AF93-4335-A1C5-3ABC0B06A73C
b'\x00\x00\x00\x00\x0b`\xa9\xc3',AIP000234,,AMZEF 5MG/50MG FCTABLET x 30's (MPPI),AMZEF 5MG/50MG FCTABLET X 30'S (MPPI),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,80.36,80.36,80.36,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 03:15:57.610,2022-01-25,1754-01-01 11:15:57.610,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,80.36,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,80.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6EB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.163,7E45060B-A2A4-4F72-B553-3234C753B380,2025-02-28 05:39:50.223,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
b'\x00\x00\x00\x00\x0c\x83\x07\x0f',AIP000235,,PREGALIN 75MG CAPSULE x 20's (MPPI),PREGALIN 75MG CAPSULE X 20'S (MPPI),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,71.43,71.43,71.43,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2025-11-21 00:27:51.360,2025-11-21,1754-01-01 08:27:51.360,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,71.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,6FB01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.163,7E45060B-A2A4-4F72-B553-3234C753B380,2025-11-21 00:27:51.363,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\x0b=\x88\xbf',AIP000236,,AMLODIPINE+VALSARTAN 10mg/160mg x21's (WATSONS),AMLODIPINE+VALSARTAN 10MG/160MG X21'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,159.38,159.38,159.38,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:41:58.567,2024-11-26,1754-01-01 13:41:58.567,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,159.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,159.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,70B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.177,7E45060B-A2A4-4F72-B553-3234C753B380,2024-12-12 01:48:36.220,0A03287F-3B77-4821-969F-D1C214171B0D
b'\x00\x00\x00\x00\x0b3\xfd\x84',AIP000237,,AMLODIPINE+VALSARTAN 5mg/80mg x 30's (WATSONS),AMLODIPINE+VALSARTAN 5MG/80MG X 30'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,160.71,160.71,160.71,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:42:16.740,2024-11-26,1754-01-01 13:42:16.740,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,160.71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,160.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,71B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.177,7E45060B-A2A4-4F72-B553-3234C753B380,2024-11-26 05:42:16.743,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\r\x05\xbf\x17',AIP000238,,AMLODIPINE + LOSARTAN 5mg/50mg x 30's (WATSONS),AMLODIPINE + LOSARTAN 5MG/50MG X 30'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,80.36,80.36,80.36,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:42:31.627,2024-11-26,1754-01-01 13:42:31.627,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,80.36,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,80.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,72B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.193,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:33:20.020,0B709DB4-D647-42B9-9EEF-809FBE63D915
b'\x00\x00\x00\x00\r\x05\xc7\x1d',AIP000239,,CELECOXIB 200mg x 100's (WATSONS),CELECOXIB 200MG X 100'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,312.5,312.5,299.10714,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:42:56.467,2024-11-26,1754-01-01 13:42:56.467,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,312.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,312.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,73B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.210,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-10 02:41:02.660,0B709DB4-D647-42B9-9EEF-809FBE63D915
b'\x00\x00\x00\x00\x0c\x97\xf0K',AIP000240,,SULTAMICILLIN 750mg x 50's (WATSONS),SULTAMICILLIN 750MG X 50'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,937.5,937.5,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2026-01-07 06:33:53.487,2026-01-07,1754-01-01 14:33:53.487,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,937.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,937.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,74B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.210,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-07 06:33:53.487,4A96EAA9-3DB9-423D-8512-43281713C4ED
b'\x00\x00\x00\x00\r\x06\x89\xe1',AIP000241,,PREGABALIN 75mg x 20's (WATSONS),PREGABALIN 75MG X 20'S (WATSONS),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,71.43,71.43,71.43,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2024-11-26 05:43:31.957,2024-11-26,1754-01-01 13:43:31.957,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,EXEMPT,1,,,0,0,,0,,,0,0.0,,1753-01-01,71.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,75B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.210,7E45060B-A2A4-4F72-B553-3234C753B380,2026-01-12 04:07:56.667,B3ED33C1-826A-4A50-B804-A09AB079FD95
b'\x00\x00\x00\x00\x05O\x944',AIP000242,,ZOLNISH-4 4MG LYOPHILIZED POWDER INJ. I.V x 1's (ONCO),ZOLNISH-4 4MG LYOPHILIZED POWDER INJ. I.V X 1'S (ONCO),,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,1383.93,1383.93,0.0,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 03:17:17.200,2022-01-25,1754-01-01 11:17:17.200,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,1383.93,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,1383.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,76B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.227,7E45060B-A2A4-4F72-B553-3234C753B380,2022-01-25 03:17:17.200,8FDCE4A2-E551-4114-AA5B-A4A6BAB4255F
b'\x00\x00\x00\x00\ne\xfa\x8f',AIP000245,,TRUXONE 1G POWDER FOR INJ. (IM/IV) x 10's,TRUXONE 1G POWDER FOR INJ. (IM/IV) X 10'S,,BOX,0,0,STOCK,,,1,0,0,0.0,0,0.0,4,344.87,344.87,344.87,0.0,1,1,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0,,2022-01-25 02:58:12.477,2022-01-25,1754-01-01 10:58:12.477,0,,STOCK,00000000-0000-0000-0000-000000000000,,0,,,GOODS12,1,,,0,0,,0,,,0,0.0,,1753-01-01,344.87,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0,0,1.0,BOX,BOX,,0,0,0,,,,0.0,0.0,,STOCKS,0,,,,LOTEXP,,,,,,,,1753-01-01,1,1753-01-01,1753-01-01,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,0,0,00000000-0000-0000-0000-000000000000,,,,344.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,77B01CA2-2178-EB11-AA10-000D3AA30FE3,2021-02-26 10:59:03.227,7E45060B-A2A4-4F72-B553-3234C753B380,2024-07-02 02:28:01.853,34C3286C-E7F6-4F45-8F69-19CD015F1C1B
